n_games,score,best,avg,epsilon
4060,11,57,15.3751,5
4061,10,57,15.3738,5
4062,5,57,15.3712,5
4063,9,57,15.3697,5
4064,11,57,15.3686,5
4065,7,57,15.3665,5
4066,13,57,15.3660,5
4067,4,57,15.3632,5
4068,15,57,15.3631,5
4069,8,57,15.3613,5
4070,4,57,15.3585,5
4071,30,57,15.3621,5
4072,14,57,15.3617,5
4073,23,57,15.3636,5
4074,5,57,15.3611,5
4075,23,57,15.3629,5
4076,23,57,15.3648,5
4077,19,57,15.3657,5
4078,19,57,15.3666,5
4079,39,57,15.3724,5
4080,33,57,15.3767,5
4081,4,57,15.3739,5
4082,11,57,15.3729,5
4083,6,57,15.3706,5
4084,17,57,15.3710,5
4085,1,57,15.3674,5
4086,27,57,15.3703,5
4087,7,57,15.3682,5
4088,48,57,15.3762,5
4089,8,57,15.3744,5
4090,22,57,15.3760,5
4091,11,57,15.3750,5
4092,27,57,15.3778,5
4093,6,57,15.3755,5
4094,1,57,15.3720,5
4095,12,57,15.3712,5
4096,33,57,15.3755,5
4097,38,57,15.3810,5
4098,10,57,15.3797,5
4099,10,57,15.3784,5
4100,14,57,15.3780,5
4101,16,57,15.3782,5
4102,7,57,15.3762,5
4103,8,57,15.3744,5
4104,5,57,15.3718,5
4105,26,57,15.3744,5
4106,20,57,15.3755,5
4107,21,57,15.3769,5
4108,28,57,15.3800,5
4109,1,57,15.3765,5
4110,31,57,15.3803,5
4111,3,57,15.3773,5
4112,19,57,15.3782,5
4113,28,57,15.3812,5
4114,9,57,15.3797,5
4115,7,57,15.3776,5
4116,37,57,15.3829,5
4117,27,57,15.3857,5
4118,9,57,15.3842,5
4119,10,57,15.3829,5
4120,16,57,15.3830,5
4121,36,57,15.3880,5
4122,8,57,15.3862,5
4123,21,57,15.3876,5
4124,17,57,15.3880,5
4125,2,57,15.3847,5
4126,3,57,15.3817,5
4127,15,57,15.3816,5
4128,18,57,15.3823,5
4129,27,57,15.3851,5
4130,8,57,15.3833,5
4131,13,57,15.3827,5
4132,26,57,15.3853,5
4133,8,57,15.3835,5
4134,25,57,15.3858,5
4135,10,57,15.3845,5
4136,6,57,15.3823,5
4137,8,57,15.3805,5
4138,29,57,15.3838,5
4139,3,57,15.3808,5
4140,27,57,15.3836,5
4141,10,57,15.3823,5
4142,40,57,15.3882,5
4143,21,57,15.3896,5
4144,9,57,15.3880,5
4145,23,57,15.3899,5
4146,23,57,15.3917,5
4147,21,57,15.3931,5
4148,40,57,15.3990,5
4149,8,57,15.3972,5
4150,27,57,15.4000,5
4151,18,57,15.4006,5
4152,13,57,15.4000,5
4153,5,57,15.3975,5
4154,9,57,15.3960,5
4155,6,57,15.3937,5
4156,14,57,15.3934,5
4157,20,57,15.3945,5
4158,21,57,15.3959,5
4159,18,57,15.3965,5
4160,1,57,15.3930,5
4161,21,57,15.3944,5
4162,7,57,15.3924,5
4163,5,57,15.3899,5
4164,17,57,15.3902,5
4165,15,57,15.3902,5
4166,1,57,15.3867,5
4167,21,57,15.3880,5
4168,4,57,15.3853,5
4169,5,57,15.3828,5
4170,7,57,15.3808,5
4171,17,57,15.3812,5
4172,25,57,15.3835,5
4173,16,57,15.3837,5
4174,11,57,15.3826,5
4175,11,57,15.3816,5
4176,34,57,15.3860,5
4177,36,57,15.3910,5
4178,32,57,15.3949,5
4179,13,57,15.3944,5
4180,7,57,15.3923,5
4181,8,57,15.3906,5
4182,12,57,15.3898,5
4183,20,57,15.3909,5
4184,21,57,15.3922,5
4185,21,57,15.3935,5
4186,15,57,15.3935,5
4187,2,57,15.3903,5
4188,20,57,15.3914,5
4189,7,57,15.3894,5
4190,8,57,15.3876,5
4191,0,57,15.3839,5
4192,17,57,15.3843,5
4193,9,57,15.3828,5
4194,24,57,15.3848,5
4195,19,57,15.3857,5
4196,23,57,15.3875,5
4197,17,57,15.3879,5
4198,29,57,15.3911,5
4199,3,57,15.3882,5
4200,13,57,15.3876,5
4201,28,57,15.3906,5
4202,16,57,15.3908,5
4203,0,57,15.3871,5
4204,17,57,15.3875,5
4205,7,57,15.3855,5
4206,31,57,15.3892,5
4207,16,57,15.3894,5
4208,5,57,15.3869,5
4209,18,57,15.3875,5
4210,25,57,15.3898,5
4211,12,57,15.3890,5
4212,27,57,15.3917,5
4213,14,57,15.3914,5
4214,13,57,15.3908,5
4215,22,57,15.3924,5
4216,15,57,15.3923,5
4217,16,57,15.3925,5
4218,14,57,15.3921,5
4219,17,57,15.3925,5
4220,27,57,15.3953,5
4221,3,57,15.3923,5
4222,45,57,15.3993,5
4223,25,57,15.4016,5
4224,26,57,15.4041,5
4225,25,57,15.4064,5
4226,14,57,15.4061,5
4227,13,57,15.4055,5
4228,27,57,15.4082,5
4229,10,57,15.4070,5
4230,23,57,15.4087,5
4231,33,57,15.4129,5
4232,15,57,15.4128,5
4233,24,57,15.4148,5
4234,25,57,15.4171,5
4235,5,57,15.4146,5
4236,23,57,15.4164,5
4237,18,57,15.4170,5
4238,12,57,15.4162,5
4239,7,57,15.4142,5
4240,29,57,15.4175,5
4241,7,57,15.4155,5
4242,19,57,15.4163,5
4243,19,57,15.4172,5
4244,14,57,15.4168,5
4245,15,57,15.4167,5
4246,5,57,15.4143,5
4247,4,57,15.4116,5
4248,6,57,15.4094,5
4249,15,57,15.4093,5
4250,7,57,15.4073,5
4251,28,57,15.4103,5
4252,21,57,15.4116,5
4253,13,57,15.4110,5
4254,7,57,15.4090,5
4255,3,57,15.4061,5
4256,14,57,15.4058,5
4257,19,57,15.4066,5
4258,5,57,15.4042,5
4259,4,57,15.4015,5
4260,20,57,15.4026,5
4261,18,57,15.4032,5
4262,34,57,15.4076,5
4263,9,57,15.4061,5
4264,26,57,15.4085,5
4265,31,57,15.4122,5
4266,10,57,15.4109,5
4267,1,57,15.4075,5
4268,16,57,15.4077,5
4269,17,57,15.4081,5
4270,13,57,15.4075,5
4271,3,57,15.4046,5
4272,3,57,15.4017,5
4273,18,57,15.4023,5
4274,2,57,15.3992,5
4275,3,57,15.3963,5
4276,12,57,15.3955,5
4277,6,57,15.3933,5
4278,18,57,15.3939,5
4279,38,57,15.3992,5
4280,20,57,15.4002,5
4281,16,57,15.4004,5
4282,15,57,15.4003,5
4283,9,57,15.3988,5
4284,9,57,15.3973,5
4285,13,57,15.3967,5
4286,39,57,15.4022,5
4287,15,57,15.4021,5
4288,1,57,15.3988,5
4289,9,57,15.3973,5
4290,4,57,15.3946,5
4291,1,57,15.3913,5
4292,23,57,15.3931,5
4293,11,57,15.3920,5
4294,21,57,15.3933,5
4295,9,57,15.3919,5
4296,30,57,15.3953,5
4297,13,57,15.3947,5
4298,5,57,15.3923,5
4299,21,57,15.3936,5
4300,6,57,15.3914,5
4301,5,57,15.3890,5
4302,27,57,15.3917,5
4303,2,57,15.3886,5
4304,8,57,15.3868,5
4305,8,57,15.3851,5
4306,23,57,15.3869,5
4307,21,57,15.3882,5
4308,9,57,15.3867,5
4309,18,57,15.3873,5
4310,22,57,15.3889,5
4311,3,57,15.3860,5
4312,14,57,15.3857,5
4313,19,57,15.3865,5
4314,18,57,15.3871,5
4315,7,57,15.3852,5
4316,15,57,15.3851,5
4317,25,57,15.3873,5
4318,17,57,15.3877,5
4319,17,57,15.3881,5
4320,19,57,15.3889,5
4321,33,57,15.3930,5
4322,14,57,15.3926,5
4323,28,57,15.3956,5
4324,15,57,15.3955,5
4325,31,57,15.3991,5
4326,13,57,15.3985,5
4327,15,57,15.3984,5
4328,13,57,15.3979,5
4329,16,57,15.3980,5
4330,14,57,15.3977,5
4331,14,57,15.3974,5
4332,10,57,15.3961,5
4333,9,57,15.3946,5
4334,32,57,15.3985,5
4335,20,57,15.3995,5
4336,4,57,15.3969,5
4337,23,57,15.3987,5
4338,14,57,15.3983,5
4339,14,57,15.3980,5
4340,14,57,15.3977,5
4341,13,57,15.3971,5
4342,12,57,15.3964,5
4343,18,57,15.3970,5
4344,27,57,15.3996,5
4345,13,57,15.3991,5
4346,13,57,15.3985,5
4347,33,57,15.4026,5
4348,10,57,15.4013,5
4349,1,57,15.3980,5
4350,27,57,15.4007,5
4351,15,57,15.4006,5
4352,10,57,15.3994,5
4353,26,57,15.4018,5
4354,39,57,15.4072,5
4355,18,57,15.4078,5
4356,37,57,15.4128,5
4357,10,57,15.4115,5
4358,6,57,15.4094,5
4359,37,57,15.4143,5
4360,30,57,15.4177,5
4361,9,57,15.4162,5
4362,34,57,15.4204,5
4363,23,57,15.4222,5
4364,5,57,15.4198,5
4365,2,57,15.4167,5
4366,11,57,15.4157,5
4367,12,57,15.4149,5
4368,10,57,15.4137,5
4369,46,57,15.4207,5
4370,15,57,15.4206,5
4371,13,57,15.4200,5
4372,7,57,15.4181,5
4373,22,57,15.4196,5
4374,16,57,15.4198,5
4375,32,57,15.4235,5
4376,5,57,15.4212,5
4377,31,57,15.4247,5
4378,4,57,15.4221,5
4379,16,57,15.4222,5
4380,36,57,15.4269,5
4381,19,57,15.4278,5
4382,30,57,15.4311,5
4383,15,57,15.4310,5
4384,27,57,15.4336,5
4385,13,57,15.4331,5
4386,6,57,15.4309,5
4387,16,57,15.4310,5
4388,13,57,15.4305,5
4389,28,57,15.4334,5
4390,12,57,15.4326,5
4391,5,57,15.4302,5
4392,14,57,15.4299,5
4393,25,57,15.4321,5
4394,9,57,15.4306,5
4395,22,57,15.4321,5
4396,26,57,15.4345,5
4397,15,57,15.4344,5
4398,6,57,15.4322,5
4399,11,57,15.4312,5
4400,8,57,15.4295,5
4401,36,57,15.4342,5
4402,26,57,15.4366,5
4403,8,57,15.4349,5
4404,16,57,15.4351,5
4405,23,57,15.4368,5
4406,25,57,15.4389,5
4407,20,57,15.4400,5
4408,5,57,15.4376,5
4409,14,57,15.4373,5
4410,13,57,15.4367,5
4411,14,57,15.4364,5
4412,1,57,15.4331,5
4413,20,57,15.4342,5
4414,15,57,15.4341,5
4415,31,57,15.4376,5
4416,44,57,15.4441,5
4417,21,57,15.4453,5
4418,12,57,15.4445,5
4419,5,57,15.4422,5
4420,14,57,15.4419,5
4421,21,57,15.4431,5
4422,14,57,15.4428,5
4423,29,57,15.4459,5
4424,9,57,15.4444,5
4425,14,57,15.4441,5
4426,25,57,15.4462,5
4427,24,57,15.4482,5
4428,54,57,15.4569,5
4429,16,57,15.4570,5
4430,18,57,15.4576,5
4431,19,57,15.4584,5
4432,34,57,15.4625,5
4433,17,57,15.4629,5
4434,17,57,15.4632,5
4435,37,57,15.4681,5
4436,6,57,15.4660,5
4437,29,57,15.4690,5
4438,9,57,15.4676,5
4439,8,57,15.4659,5
4440,3,57,15.4631,5
4441,18,57,15.4636,5
4442,30,57,15.4669,5
4443,14,57,15.4666,5
4444,33,57,15.4705,5
4445,11,57,15.4695,5
4446,18,57,15.4701,5
4447,31,57,15.4736,5
4448,8,57,15.4719,5
4449,19,57,15.4727,5
4450,11,57,15.4717,5
4451,1,57,15.4684,5
4452,11,57,15.4674,5
4453,41,57,15.4732,5
4454,22,57,15.4746,5
4455,18,57,15.4752,5
4456,7,57,15.4733,5
4457,29,57,15.4763,5
4458,26,57,15.4787,5
4459,9,57,15.4772,5
4460,23,57,15.4789,5
4461,28,57,15.4817,5
4462,34,57,15.4859,5
4463,5,57,15.4835,5
4464,44,57,15.4899,5
4465,29,57,15.4929,5
4466,19,57,15.4937,5
4467,28,57,15.4965,5
4468,20,57,15.4975,5
4469,5,57,15.4952,5
4470,1,57,15.4919,5
4471,6,57,15.4898,5
4472,2,57,15.4868,5
4473,14,57,15.4865,5
4474,27,57,15.4890,5
4475,5,57,15.4867,5
4476,21,57,15.4879,5
4477,9,57,15.4865,5
4478,8,57,15.4848,5
4479,15,57,15.4847,5
4480,19,57,15.4855,5
4481,1,57,15.4823,5
4482,18,57,15.4828,5
4483,17,57,15.4832,5
4484,29,57,15.4862,5
4485,4,57,15.4836,5
4486,3,57,15.4808,5
4487,10,57,15.4796,5
4488,27,57,15.4822,5
4489,5,57,15.4798,5
4490,40,57,15.4853,5
4491,28,57,15.4881,5
4492,26,57,15.4904,5
4493,15,57,15.4903,5
4494,22,57,15.4918,5
4495,21,57,15.4930,5
4496,16,57,15.4931,5
4497,10,57,15.4919,5
4498,19,57,15.4927,5
4499,27,57,15.4952,5
4500,29,57,15.4982,5
4501,35,57,15.5026,5
4502,14,57,15.5022,5
4503,19,57,15.5030,5
4504,19,57,15.5038,5
4505,12,57,15.5030,5
4506,23,57,15.5047,5
4507,25,57,15.5068,5
4508,15,57,15.5067,5
4509,10,57,15.5054,5
4510,2,57,15.5024,5
4511,15,57,15.5023,5
4512,14,57,15.5020,5
4513,12,57,15.5012,5
4514,25,57,15.5033,5
4515,19,57,15.5041,5
4516,11,57,15.5031,5
4517,24,57,15.5050,5
4518,28,57,15.5077,5
4519,19,57,15.5085,5
4520,6,57,15.5064,5
4521,12,57,15.5056,5
4522,14,57,15.5053,5
4523,16,57,15.5054,5
4524,6,57,15.5033,5
4525,22,57,15.5048,5
4526,10,57,15.5035,5
4527,13,57,15.5030,5
4528,33,57,15.5068,5
4529,24,57,15.5087,5
4530,13,57,15.5082,5
4531,3,57,15.5054,5
4532,8,57,15.5038,5
4533,18,57,15.5043,5
4534,11,57,15.5033,5
4535,10,57,15.5021,5
4536,26,57,15.5044,5
4537,2,57,15.5014,5
4538,38,57,15.5064,5
4539,16,57,15.5065,5
4540,26,57,15.5088,5
4541,17,57,15.5091,5
4542,1,57,15.5059,5
4543,10,57,15.5047,5
4544,18,57,15.5053,5
4545,14,57,15.5050,5
4546,17,57,15.5053,5
4547,8,57,15.5036,5
4548,42,57,15.5095,5
4549,31,57,15.5129,5
4550,5,57,15.5105,5
4551,3,57,15.5078,5
4552,14,57,15.5075,5
4553,9,57,15.5060,5
4554,5,57,15.5037,5
4555,7,57,15.5019,5
4556,12,57,15.5011,5
4557,44,57,15.5074,5
4558,24,57,15.5092,5
4559,1,57,15.5060,5
4560,21,57,15.5072,5
4561,10,57,15.5060,5
4562,25,57,15.5081,5
4563,11,57,15.5071,5
4564,8,57,15.5055,5
4565,10,57,15.5043,5
4566,30,57,15.5074,5
4567,5,57,15.5051,5
4568,18,57,15.5057,5
4569,22,57,15.5071,5
4570,13,57,15.5066,5
4571,23,57,15.5082,5
4572,6,57,15.5061,5
4573,5,57,15.5038,5
4574,13,57,15.5033,5
4575,32,57,15.5069,5
4576,20,57,15.5079,5
4577,8,57,15.5062,5
4578,15,57,15.5061,5
4579,1,57,15.5029,5
4580,10,57,15.5017,5
4581,20,57,15.5027,5
4582,33,57,15.5065,5
4583,21,57,15.5077,5
4584,3,57,15.5050,5
4585,3,57,15.5023,5
4586,12,57,15.5015,5
4587,25,57,15.5036,5
4588,24,57,15.5054,5
4589,18,57,15.5060,5
4590,22,57,15.5074,5
4591,9,57,15.5060,5
4592,27,57,15.5085,5
4593,31,57,15.5119,5
4594,9,57,15.5104,5
4595,17,57,15.5108,5
4596,18,57,15.5113,5
4597,2,57,15.5084,5
4598,25,57,15.5104,5
4599,19,57,15.5112,5
4600,10,57,15.5100,5
4601,21,57,15.5112,5
4602,30,57,15.5143,5
4603,26,57,15.5166,5
4604,22,57,15.5180,5
4605,28,57,15.5207,5
4606,12,57,15.5200,5
4607,9,57,15.5186,5
4608,18,57,15.5191,5
4609,7,57,15.5172,5
4610,29,57,15.5202,5
4611,7,57,15.5183,5
4612,7,57,15.5165,5
4613,14,57,15.5162,5
4614,1,57,15.5130,5
4615,13,57,15.5125,5
4616,16,57,15.5126,5
4617,30,57,15.5157,5
4618,26,57,15.5180,5
4619,21,57,15.5192,5
4620,13,57,15.5186,5
4621,22,57,15.5200,5
4622,4,57,15.5175,5
4623,13,57,15.5170,5
4624,22,57,15.5184,5
4625,15,57,15.5183,5
4626,33,57,15.5220,5
4627,9,57,15.5206,5
4628,28,57,15.5233,5
4629,3,57,15.5206,5
4630,5,57,15.5184,5
4631,16,57,15.5185,5
4632,4,57,15.5160,5
4633,25,57,15.5180,5
4634,9,57,15.5166,5
4635,31,57,15.5200,5
4636,12,57,15.5192,5
4637,22,57,15.5206,5
4638,13,57,15.5201,5
4639,10,57,15.5189,5
4640,4,57,15.5164,5
4641,14,57,15.5161,5
4642,13,57,15.5155,5
4643,5,57,15.5132,5
4644,35,57,15.5174,5
4645,25,57,15.5195,5
4646,14,57,15.5192,5
4647,24,57,15.5210,5
4648,39,57,15.5260,5
4649,4,57,15.5236,5
4650,10,57,15.5224,5
4651,8,57,15.5207,5
4652,44,57,15.5269,5
4653,18,57,15.5274,5
4654,14,57,15.5271,5
4655,16,57,15.5272,5
4656,21,57,15.5284,5
4657,14,57,15.5280,5
4658,8,57,15.5264,5
4659,9,57,15.5250,5
4660,16,57,15.5251,5
4661,6,57,15.5231,5
4662,23,57,15.5247,5
4663,5,57,15.5224,5
4664,30,57,15.5255,5
4665,32,57,15.5290,5
4666,18,57,15.5296,5
4667,22,57,15.5310,5
4668,20,57,15.5319,5
4669,18,57,15.5324,5
4670,19,57,15.5332,5
4671,19,57,15.5339,5
4672,27,57,15.5364,5
4673,10,57,15.5352,5
4674,20,57,15.5362,5
4675,15,57,15.5360,5
4676,10,57,15.5349,5
4677,7,57,15.5330,5
4678,6,57,15.5310,5
4679,25,57,15.5330,5
4680,1,57,15.5299,5
4681,31,57,15.5332,5
4682,21,57,15.5344,5
4683,34,57,15.5383,5
4684,18,57,15.5389,5
4685,22,57,15.5402,5
4686,24,57,15.5420,5
4687,11,57,15.5411,5
4688,16,57,15.5412,5
4689,13,57,15.5406,5
4690,1,57,15.5375,5
4691,17,57,15.5378,5
4692,7,57,15.5360,5
4693,2,57,15.5331,5
4694,30,57,15.5362,5
4695,1,57,15.5331,5
4696,22,57,15.5345,5
4697,34,57,15.5384,5
4698,4,57,15.5360,5
4699,8,57,15.5344,5
4700,26,57,15.5366,5
4701,17,57,15.5369,5
4702,45,57,15.5432,5
4703,52,57,15.5509,5
4704,16,57,15.5510,5
4705,24,57,15.5528,5
4706,11,57,15.5518,5
4707,1,57,15.5488,5
4708,19,57,15.5495,5
4709,20,57,15.5504,5
4710,4,57,15.5480,5
4711,13,57,15.5474,5
4712,28,57,15.5501,5
4713,3,57,15.5474,5
4714,16,57,15.5475,5
4715,12,57,15.5468,5
4716,21,57,15.5479,5
4717,1,57,15.5448,5
4718,8,57,15.5432,5
4719,13,57,15.5427,5
4720,7,57,15.5409,5
4721,5,57,15.5387,5
4722,5,57,15.5364,5
4723,10,57,15.5353,5
4724,24,57,15.5370,5
4725,7,57,15.5352,5
4726,1,57,15.5322,5
4727,4,57,15.5297,5
4728,16,57,15.5298,5
4729,14,57,15.5295,5
4730,39,57,15.5345,5
4731,13,57,15.5339,5
4732,25,57,15.5359,5
4733,11,57,15.5350,5
4734,6,57,15.5330,5
4735,5,57,15.5307,5
4736,5,57,15.5285,5
4737,16,57,15.5286,5
4738,25,57,15.5306,5
4739,29,57,15.5334,5
4740,36,57,15.5378,5
4741,7,57,15.5360,5
4742,16,57,15.5361,5
4743,4,57,15.5336,5
4744,14,57,15.5333,5
4745,17,57,15.5336,5
4746,19,57,15.5343,5
4747,43,57,15.5401,5
4748,6,57,15.5381,5
4749,19,57,15.5389,5
4750,24,57,15.5406,5
4751,27,57,15.5430,5
4752,7,57,15.5412,5
4753,12,57,15.5405,5
4754,20,57,15.5414,5
4755,17,57,15.5417,5
4756,13,57,15.5412,5
4757,11,57,15.5403,5
4758,1,57,15.5372,5
4759,5,57,15.5350,5
4760,15,57,15.5349,5
4761,21,57,15.5360,5
4762,38,57,15.5407,5
4763,43,57,15.5465,5
4764,19,57,15.5472,5
4765,20,57,15.5482,5
4766,17,57,15.5485,5
4767,10,57,15.5473,5
4768,15,57,15.5472,5
4769,19,57,15.5479,5
4770,1,57,15.5449,5
4771,13,57,15.5443,5
4772,1,57,15.5413,5
4773,39,57,15.5462,5
4774,23,57,15.5478,5
4775,1,57,15.5447,5
4776,26,57,15.5469,5
4777,26,57,15.5491,5
4778,12,57,15.5483,5
4779,21,57,15.5495,5
4780,18,57,15.5500,5
4781,37,57,15.5545,5
4782,15,57,15.5544,5
4783,9,57,15.5530,5
4784,1,57,15.5500,5
4785,11,57,15.5490,5
4786,2,57,15.5462,5
4787,32,57,15.5496,5
4788,12,57,15.5489,5
4789,16,57,15.5490,5
4790,10,57,15.5478,5
4791,20,57,15.5487,5
4792,11,57,15.5478,5
4793,15,57,15.5477,5
4794,5,57,15.5455,5
4795,21,57,15.5466,5
4796,14,57,15.5463,5
4797,9,57,15.5449,5
4798,18,57,15.5454,5
4799,35,57,15.5495,5
4800,48,57,15.5563,5
4801,36,57,15.5605,5
4802,16,57,15.5606,5
4803,52,57,15.5682,5
4804,20,57,15.5691,5
4805,16,57,15.5692,5
4806,35,57,15.5732,5
4807,21,57,15.5744,5
4808,10,57,15.5732,5
4809,15,57,15.5731,5
4810,18,57,15.5736,5
4811,14,57,15.5733,5
4812,30,57,15.5763,5
4813,10,57,15.5751,5
4814,7,57,15.5733,5
4815,26,57,15.5755,5
4816,10,57,15.5743,5
4817,15,57,15.5742,5
4818,19,57,15.5749,5
4819,16,57,15.5750,5
4820,6,57,15.5730,5
4821,4,57,15.5706,5
4822,35,57,15.5747,5
4823,8,57,15.5731,5
4824,0,57,15.5699,5
4825,8,57,15.5683,5
4826,3,57,15.5657,5
4827,29,57,15.5685,5
4828,25,57,15.5704,5
4829,31,57,15.5736,5
4830,15,57,15.5735,5
4831,15,57,15.5734,5
4832,19,57,15.5741,5
4833,7,57,15.5723,5
4834,19,57,15.5730,5
4835,25,57,15.5750,5
4836,6,57,15.5730,5
4837,8,57,15.5714,5
4838,2,57,15.5686,5
4839,35,57,15.5726,5
4840,13,57,15.5721,5
4841,12,57,15.5714,5
4842,1,57,15.5684,5
4843,3,57,15.5658,5
4844,8,57,15.5642,5
4845,18,57,15.5647,5
4846,14,57,15.5644,5
4847,46,57,15.5707,5
4848,20,57,15.5716,5
4849,13,57,15.5710,5
4850,18,57,15.5715,5
4851,20,57,15.5725,5
4852,15,57,15.5723,5
4853,14,57,15.5720,5
4854,11,57,15.5711,5
4855,29,57,15.5738,5
4856,11,57,15.5729,5
4857,12,57,15.5722,5
4858,0,57,15.5690,5
4859,3,57,15.5664,5
4860,13,57,15.5658,5
4861,19,57,15.5666,5
4862,23,57,15.5681,5
4863,11,57,15.5671,5
4864,16,57,15.5672,5
4865,28,57,15.5698,5
4866,16,57,15.5699,5
4867,28,57,15.5724,5
4868,3,57,15.5698,5
4869,20,57,15.5708,5
4870,1,57,15.5678,5
4871,19,57,15.5685,5
4872,12,57,15.5677,5
4873,29,57,15.5705,5
4874,20,57,15.5714,5
4875,30,57,15.5744,5
4876,6,57,15.5724,5
4877,22,57,15.5737,5
4878,19,57,15.5744,5
4879,32,57,15.5778,5
4880,4,57,15.5754,5
4881,39,57,15.5802,5
4882,14,57,15.5799,5
4883,2,57,15.5771,5
4884,10,57,15.5760,5
4885,4,57,15.5736,5
4886,11,57,15.5727,5
4887,19,57,15.5734,5
4888,7,57,15.5716,5
4889,18,57,15.5721,5
4890,28,57,15.5746,5
4891,3,57,15.5721,5
4892,13,57,15.5715,5
4893,26,57,15.5737,5
4894,14,57,15.5734,5
4895,10,57,15.5722,5
4896,8,57,15.5707,5
4897,19,57,15.5714,5
4898,3,57,15.5688,5
4899,17,57,15.5691,5
4900,25,57,15.5710,5
4901,23,57,15.5725,5
4902,13,57,15.5720,5
4903,8,57,15.5705,5
4904,24,57,15.5722,5
4905,29,57,15.5749,5
4906,26,57,15.5770,5
4907,28,57,15.5796,5
4908,29,57,15.5823,5
4909,17,57,15.5826,5
4910,14,57,15.5823,5
4911,36,57,15.5864,5
4912,9,57,15.5851,5
4913,34,57,15.5888,5
4914,8,57,15.5873,5
4915,34,57,15.5910,5
4916,6,57,15.5891,5
4917,13,57,15.5886,5
4918,12,57,15.5878,5
4919,12,57,15.5871,5
4920,3,57,15.5846,5
4921,12,57,15.5838,5
4922,13,57,15.5833,5
4923,3,57,15.5807,5
4924,12,57,15.5800,5
4925,16,57,15.5801,5
4926,18,57,15.5806,5
4927,28,57,15.5831,5
4928,9,57,15.5818,5
4929,25,57,15.5837,5
4930,10,57,15.5826,5
4931,15,57,15.5824,5
4932,25,57,15.5843,5
4933,23,57,15.5859,5
4934,9,57,15.5845,5
4935,21,57,15.5856,5
4936,22,57,15.5869,5
4937,4,57,15.5846,5
4938,13,57,15.5840,5
4939,11,57,15.5831,5
4940,28,57,15.5856,5
4941,5,57,15.5835,5
4942,20,57,15.5844,5
4943,30,57,15.5873,5
4944,15,57,15.5872,5
4945,18,57,15.5877,5
4946,22,57,15.5890,5
4947,2,57,15.5862,5
4948,3,57,15.5837,5
4949,19,57,15.5844,5
4950,5,57,15.5822,5
4951,4,57,15.5799,5
4952,1,57,15.5769,5
4953,21,57,15.5780,5
4954,30,57,15.5809,5
4955,19,57,15.5816,5
4956,15,57,15.5815,5
4957,8,57,15.5800,5
4958,18,57,15.5805,5
4959,27,57,15.5828,5
4960,6,57,15.5808,5
4961,22,57,15.5821,5
4962,11,57,15.5812,5
4963,10,57,15.5801,5
4964,16,57,15.5802,5
4965,38,57,15.5847,5
4966,34,57,15.5884,5
4967,47,57,15.5947,5
4968,23,57,15.5962,5
4969,13,57,15.5957,5
4970,17,57,15.5960,5
4971,12,57,15.5953,5
4972,5,57,15.5931,5
4973,8,57,15.5916,5
4974,18,57,15.5921,5
4975,37,57,15.5964,5
4976,14,57,15.5961,5
4977,6,57,15.5941,5
4978,29,57,15.5968,5
4979,21,57,15.5979,5
4980,31,57,15.6010,5
4981,25,57,15.6029,5
4982,9,57,15.6016,5
4983,3,57,15.5990,5
4984,1,57,15.5961,5
4985,27,57,15.5984,5
4986,5,57,15.5963,5
4987,26,57,15.5984,5
4988,15,57,15.5982,5
4989,6,57,15.5963,5
4990,4,57,15.5940,5
4991,32,57,15.5973,5
4992,14,57,15.5970,5
4993,12,57,15.5962,5
4994,2,57,15.5935,5
4995,1,57,15.5906,5
4996,28,57,15.5931,5
4997,18,57,15.5936,5
4998,28,57,15.5960,5
4999,5,57,15.5939,5
5000,23,57,15.5954,5
5001,23,57,15.5969,5
5002,3,57,15.5944,5
5003,19,57,15.5950,5
5004,13,57,15.5945,5
5005,23,57,15.5960,5
5006,20,57,15.5969,5
5007,21,57,15.5980,5
5008,33,57,15.6014,5
5009,31,57,15.6045,5
5010,13,57,15.6040,5
5011,13,57,15.6035,5
5012,14,57,15.6032,5
5013,17,57,15.6034,5
5014,27,57,15.6057,5
5015,13,57,15.6052,5
5016,22,57,15.6065,5
5017,3,57,15.6039,5
5018,24,57,15.6056,5
5019,1,57,15.6027,5
5020,15,57,15.6026,5
5021,23,57,15.6041,5
5022,20,57,15.6049,5
5023,26,57,15.6070,5
5024,28,57,15.6095,5
5025,2,57,15.6068,5
5026,30,57,15.6096,5
5027,17,57,15.6099,5
5028,19,57,15.6106,5
5029,25,57,15.6124,5
5030,15,57,15.6123,5
5031,13,57,15.6118,5
5032,0,57,15.6087,5
5033,30,57,15.6116,5
5034,14,57,15.6112,5
5035,6,57,15.6093,5
5036,16,57,15.6094,5
5037,14,57,15.6091,5
5038,7,57,15.6074,5
5039,8,57,15.6059,5
5040,39,57,15.6105,5
5041,13,57,15.6100,5
5042,27,57,15.6123,5
5043,8,57,15.6107,5
5044,6,57,15.6088,5
5045,4,57,15.6065,5
5046,17,57,15.6068,5
5047,1,57,15.6039,5
5048,6,57,15.6020,5
5049,28,57,15.6045,5
5050,39,57,15.6091,5
5051,46,57,15.6151,5
5052,37,57,15.6194,5
5053,25,57,15.6212,5
5054,17,57,15.6215,5
5055,13,57,15.6210,5
5056,10,57,15.6199,5
5057,24,57,15.6215,5
